epoch,ar_acc,bg_acc,dc,loss,val_ar_acc,val_bg_acc,val_dc,val_loss
0,0.30502328276634216,0.9855201244354248,0.8985090851783752,0.18967334926128387,0.3250792920589447,0.9890844225883484,0.9188215732574463,0.15404358506202698
1,0.3178936541080475,0.9856268167495728,0.8981832265853882,0.18780013918876648,0.4070069193840027,0.9865913391113281,0.9206007122993469,0.14448612928390503
2,0.33317098021507263,0.9862170219421387,0.9001596570014954,0.17996975779533386,0.38866060972213745,0.9867293834686279,0.919193685054779,0.14678062498569489
3,0.3499108552932739,0.9859790205955505,0.8994704484939575,0.179683655500412,0.4180363416671753,0.9851089715957642,0.9193152189254761,0.14732076227664948
4,0.3734428882598877,0.9849814176559448,0.9008568525314331,0.17318937182426453,0.4449250400066376,0.9840565323829651,0.9197324514389038,0.14655660092830658
5,0.3715440332889557,0.9860085844993591,0.9025467038154602,0.16921314597129822,0.4601355195045471,0.983756959438324,0.9198535680770874,0.14016851782798767
6,0.3713732063770294,0.9864034652709961,0.9015647768974304,0.1705654114484787,0.46200981736183167,0.9841737747192383,0.9200506210327148,0.13932420313358307
7,0.3857779800891876,0.9858733415603638,0.9017413258552551,0.1687644124031067,0.46179354190826416,0.9848536849021912,0.9214792251586914,0.13847483694553375
8,0.3844955563545227,0.9859887361526489,0.9009379744529724,0.17013145983219147,0.45862168073654175,0.9849292635917664,0.9205931425094604,0.13764522969722748
9,0.3789065480232239,0.9858158230781555,0.9015425443649292,0.16864438354969025,0.48028403520584106,0.9828529357910156,0.9204200506210327,0.1421889066696167
10,0.39445027709007263,0.9859287142753601,0.9008442759513855,0.16939225792884827,0.4940887987613678,0.982529878616333,0.919890284538269,0.13613362610340118
11,0.3950825035572052,0.9854028820991516,0.9004823565483093,0.1709396094083786,0.4892228841781616,0.9838871955871582,0.9207901954650879,0.13265381753444672
12,0.3994501233100891,0.9850682616233826,0.9002024531364441,0.17089301347732544,0.5089028477668762,0.9825976490974426,0.9210973978042603,0.1323905736207962
13,0.39372518658638,0.9853429198265076,0.9008362889289856,0.16857489943504333,0.49246683716773987,0.9833896160125732,0.9200139045715332,0.13414540886878967
14,0.40129533410072327,0.9853871464729309,0.9016615748405457,0.16608433425426483,0.48886245489120483,0.983811616897583,0.9210256934165955,0.13559791445732117
15,0.4089908301830292,0.9851540327072144,0.9027541875839233,0.1633467823266983,0.4974048435688019,0.9838741421699524,0.9213785529136658,0.13082920014858246
16,0.40332335233688354,0.9864794611930847,0.9038026928901672,0.15967680513858795,0.5115700960159302,0.9822850227355957,0.9199841022491455,0.1319713294506073
17,0.40885692834854126,0.9853287935256958,0.9019023776054382,0.16461101174354553,0.48417675495147705,0.983444333076477,0.9210865497589111,0.13784724473953247
18,0.3982444703578949,0.9860662817955017,0.9012573957443237,0.16609720885753632,0.4783376455307007,0.98369961977005,0.919152021408081,0.13597990572452545
19,0.4049221873283386,0.9855834245681763,0.9025547504425049,0.1627509742975235,0.4705522060394287,0.984595775604248,0.9190592765808105,0.13549396395683289
20,0.4046768248081207,0.986018180847168,0.9027650356292725,0.1623079925775528,0.48511388897895813,0.9839470982551575,0.9206851124763489,0.1366618275642395
21,0.4044156074523926,0.9857558608055115,0.9016184210777283,0.1649003028869629,0.4994232952594757,0.982886791229248,0.9194557666778564,0.13296091556549072
22,0.4041714668273926,0.9855895042419434,0.900923490524292,0.16681425273418427,0.482951283454895,0.9841190576553345,0.9203935265541077,0.13528981804847717
23,0.4098416864871979,0.9854353070259094,0.901931881904602,0.16340138018131256,0.49455738067626953,0.9834964275360107,0.9199528098106384,0.13395142555236816
24,0.40670374035835266,0.9856443405151367,0.9029102921485901,0.16077770292758942,0.48042818903923035,0.9843873977661133,0.9196921586990356,0.13295842707157135
25,0.4051191806793213,0.9857175350189209,0.9020896553993225,0.16293787956237793,0.4695790112018585,0.9857316017150879,0.9218218326568604,0.13395248353481293
26,0.402374804019928,0.9855278730392456,0.9014741778373718,0.16438482701778412,0.47001153230667114,0.9848614931106567,0.9195218086242676,0.13473787903785706
27,0.41959965229034424,0.9853225350379944,0.9032679200172424,0.15978805720806122,0.4590902626514435,0.9846140146255493,0.9192904233932495,0.13687284290790558
28,0.4055233895778656,0.9861031174659729,0.9022790789604187,0.162329763174057,0.48241060972213745,0.9841008186340332,0.9197790622711182,0.13466821610927582
29,0.4077703654766083,0.985914409160614,0.9011746048927307,0.16510726511478424,0.46629902720451355,0.9855362176895142,0.9204654693603516,0.1334197223186493
30,0.4131790101528168,0.9854445457458496,0.9023149609565735,0.1618349403142929,0.489835649728775,0.9835771918296814,0.9198147058486938,0.13449378311634064
31,0.41651058197021484,0.9853869080543518,0.9039409756660461,0.1570967733860016,0.45353949069976807,0.98554927110672,0.9191626310348511,0.13817985355854034
32,0.39953914284706116,0.9859657287597656,0.900689959526062,0.1666058897972107,0.4850778579711914,0.9845488667488098,0.9200460314750671,0.13171982765197754
33,0.4141693413257599,0.985344409942627,0.9019103646278381,0.1628480851650238,0.43050751090049744,0.9868414402008057,0.9201689958572388,0.13872358202934265
34,0.40270790457725525,0.9860184192657471,0.9020395874977112,0.16369886696338654,0.4619016647338867,0.9851168394088745,0.9210034012794495,0.1359718143939972
35,0.40932726860046387,0.9853874444961548,0.9014253616333008,0.16497574746608734,0.4763912856578827,0.9845254421234131,0.9195624589920044,0.13684499263763428
36,0.4124535918235779,0.9853347539901733,0.9028473496437073,0.16068758070468903,0.4713451564311981,0.9845254421234131,0.9185482859611511,0.13522052764892578
37,0.4171682894229889,0.9854274988174438,0.9022377133369446,0.16170355677604675,0.47040802240371704,0.9847286343574524,0.9209437966346741,0.13554048538208008
38,0.3992875814437866,0.9863563776016235,0.9013826847076416,0.16407224535942078,0.49340397119522095,0.983087420463562,0.919383704662323,0.13651017844676971
39,0.4125990867614746,0.9854868650436401,0.9016368985176086,0.16344283521175385,0.5043613314628601,0.9832697510719299,0.9207445383071899,0.13319073617458344
40,0.41141635179519653,0.985770583152771,0.9023400545120239,0.16194754838943481,0.4535755515098572,0.985080361366272,0.9202798008918762,0.13925716280937195
41,0.4100498557090759,0.9855472445487976,0.9010807275772095,0.16456563770771027,0.47419261932373047,0.9849657416343689,0.9202010631561279,0.13477207720279694
42,0.41895461082458496,0.9849346280097961,0.9018944501876831,0.16247837245464325,0.4661548435688019,0.9850074052810669,0.9201969504356384,0.13560447096824646
43,0.4080776870250702,0.9860314130783081,0.9022276997566223,0.16206049919128418,0.43912196159362793,0.9862448573112488,0.9192354679107666,0.1363677978515625
44,0.41789013147354126,0.9851778745651245,0.9030610918998718,0.159027099609375,0.4658304452896118,0.9850074052810669,0.9209073781967163,0.13548681139945984
45,0.4075431823730469,0.9855404496192932,0.9014481902122498,0.16374091804027557,0.4379325211048126,0.9860780835151672,0.91935133934021,0.13870160281658173
46,0.41502347588539124,0.9856204390525818,0.9018489718437195,0.16276882588863373,0.4577926695346832,0.9850412607192993,0.9191354513168335,0.13686810433864594
47,0.41998231410980225,0.9855371117591858,0.9035475254058838,0.1577165126800537,0.48223039507865906,0.9845202565193176,0.9202113747596741,0.13279440999031067
48,0.4181436598300934,0.9852854609489441,0.9028437733650208,0.1599787175655365,0.48554641008377075,0.9849995970726013,0.9201036691665649,0.13192254304885864
49,0.41294464468955994,0.9858025312423706,0.9030452370643616,0.1595492660999298,0.49282726645469666,0.9841164350509644,0.9199305176734924,0.1311466097831726
50,0.41480422019958496,0.9854549169540405,0.9014002084732056,0.1638033539056778,0.4676326513290405,0.9844446778297424,0.9186330437660217,0.1362922042608261
51,0.4222811460494995,0.9847981929779053,0.9023855924606323,0.16066880524158478,0.48990774154663086,0.9845567345619202,0.9209328293800354,0.13182266056537628
52,0.41120022535324097,0.9857916831970215,0.9014302492141724,0.16331583261489868,0.4974048435688019,0.9840382933616638,0.9201233386993408,0.1315530687570572
53,0.40759116411209106,0.986093282699585,0.9019231200218201,0.16291305422782898,0.4473399519920349,0.9849266409873962,0.9185582399368286,0.14010202884674072
54,0.40346401929855347,0.9861332774162292,0.9009563326835632,0.16499167680740356,0.4465470016002655,0.9861745238304138,0.9204736948013306,0.1364074945449829
55,0.41590991616249084,0.985567033290863,0.9018977284431458,0.16225948929786682,0.47549018263816833,0.9841893911361694,0.9194556474685669,0.136029914021492
56,0.41623133420944214,0.9854235053062439,0.9031956791877747,0.15960828959941864,0.46673154830932617,0.9837881922721863,0.9189318418502808,0.13948141038417816
57,0.41613197326660156,0.9852885007858276,0.9017261862754822,0.1627042442560196,0.4864114820957184,0.9841138124465942,0.9206489324569702,0.13314683735370636
58,0.4135870337486267,0.9856733679771423,0.9021856784820557,0.1619279533624649,0.4709486663341522,0.985450267791748,0.9206750988960266,0.1321856677532196
59,0.41459301114082336,0.985235333442688,0.9008716344833374,0.16502146422863007,0.4752378761768341,0.9845514893531799,0.9193443655967712,0.13447794318199158
60,0.4070570766925812,0.9857163429260254,0.9013603925704956,0.16384920477867126,0.49239474534988403,0.9832984209060669,0.9199065566062927,0.13467469811439514
61,0.40858325362205505,0.9860959649085999,0.9030779600143433,0.15921971201896667,0.4732915163040161,0.9845176339149475,0.9186640977859497,0.1336236447095871
62,0.4169701039791107,0.9855991005897522,0.9029076099395752,0.1598413586616516,0.4870242178440094,0.9831759929656982,0.9185763001441956,0.13620145618915558
63,0.4101952314376831,0.9858095049858093,0.9024478793144226,0.16120301187038422,0.48688003420829773,0.9847937822341919,0.9204177856445312,0.13342057168483734
64,0.4090624451637268,0.9857913255691528,0.9010875225067139,0.16410475969314575,0.464424729347229,0.9856482744216919,0.9200943112373352,0.1344636082649231
65,0.40698596835136414,0.9862527847290039,0.9023672342300415,0.16109220683574677,0.49855825304985046,0.9839940071105957,0.9209786653518677,0.13205240666866302
